"    צמוד מט""ח","145.64708722261","145.20296523261","145.30379716861","149.00736162082","150.27312994782","153.95402079482","153.44010379606","154.76178914399","156.10964264192","157.55409770455","161.89183417521","163.23344636888","170.58958680798","174.10867135172","174.69876235445","177.85837711871","176.40210015108","178.48783860545","178.96270541379","180.77738348782","183.01074229985","185.8783528681","185.1092494525","184.5782859079","197.42958630722","202.76941510522","204.25775667174","200.35667617297","206.59255519627","209.41211292996","209.17929533529","207.39112914769","206.56176378004","211.02283688663","209.706404929","207.98990707586","215.56420907214","216.50818818405","215.81282566236","214.802993461","209.79956436668","205.19188442611","203.19237706626","205.86868887694","206.60557363453","208.11675664148","209.90541994228","209.3442714189","209.44427348918","217.59793463134","218.41465870036","224.6673286651","225.4425399431","225.29937769444","225.1223942706","225.67050810311","226.08596813327","226.5676512258","226.39857072969","224.84196103701","227.17859669421","228.30330719117","227.08681616048","226.37535740687","226.44799216981","227.00227031105","234.90853703344","230.20451561668","230.19212947594","235.29494135382","236.48383635624","235.32561500453","229.75042606647","246.43467815432","250.99691589484","254.02883109167","249.26595335977","253.27371284674","249.28363758023","245.56842532596","243.68766432053","237.20806321171","236.66379656804","236.98742647609","244.67671504511","246.23461791419","244.12904445541","239.60983482638","234.70047860557","236.82721268805","255.67617809046","261.08462412646","247.84445649364","242.75989486915","242.08825963457","238.16661581562","240.6878414745","228.35084217063","229.66551470853","225.80032965386","218.91591867817","211.72599283077","218.91036696904","228.32133352222","230.15921071831","220.39803872027","240.09759131629","245.79282391242","235.5166909035","249.94016842044","250.75941229667","247.6896340914","246.38669418206","234.28426771661","228.25843628619","223.48845327085","227.35072660626","224.61459907085","223.12666477512","229.27161450237","228.28355748046","224.22645973719","228.88267194054","221.01615046476","223.90263196846","229.31381043137","234.42613947903","233.80084281176","237.15911674313","226.59195352759","227.42662812229","230.73371807594","223.39788163857","236.1170561481","231.43785184455","216.77375048037","214.52443381026","216.14519943627","213.55025586978","217.53241681596","227.15922248446","231.78381391718","223.34789608512","233.10315098455","240.93438799376","236.43624622759","241.54355119894","237.75471890394","240.32996297931","246.31086148985","249.0168473133","250.36718942427","250.91235468484","244.01568637527","242.46174372621","237.79656453329","237.73659786164","238.06283848324","235.58849054138","221.80192128025","217.5948023071","223.50314942196","228.97410813489","224.31142867819","226.63503727868","221.64727888933","221.21175758501","223.90816165833","222.23971067968","222.83234475999","221.47933800836","219.26444189583","223.36034825279","227.20074120682","218.40645909812","218.41299293175","226.89099303673","227.54972030239","231.30778005927","241.35494844409","232.82311419784","236.22734440296","234.77879098421","234.88195223201","228.62809633845","227.99211768442","223.42551255091","226.30557846694","233.14253299205","229.83921542724"
"    לא צמוד","138.6130181868","139.5228293368","140.5629154868","141.68184262647","142.80058970147","143.91692977647","144.95750882867","146.25980573034","147.55201363201","149.12491095812","151.58537686645","154.04450977478","153.74357877649","155.87923840355","157.88109903062","160.04201208362","161.38838635165","162.70515261969","164.21055409571","166.16071211707","168.08977913844","170.55830894764","171.08419079904","171.61525265044","169.16244779555","171.00168511555","172.89739108992","175.22021043635","176.48730687373","177.74267489907","179.08677343779","179.91811914514","180.69153387526","182.03444967903","181.46201187858","180.8788332251","177.61583818417","176.94611353186","176.31935572476","172.03479526665","169.76225810848","167.46211699233","165.43050881813","165.50835705506","165.70615342228","166.38694231495","166.21970394455","166.01534259943","166.2846997662","166.37250119543","166.4816953036","163.25362466829","162.93977566047","162.63662225221","162.473696317","161.88710485182","161.2807997632","161.17327823364","160.51035802735","160.34042273693","156.24147309236","158.35504290215","158.2132178665","157.04450484016","157.45682992747","159.55743945853","162.33954777683","163.12828051009","165.17986673719","165.72504007101","167.90115950323","168.91637738913","171.67510499483","169.57014083767","170.75933082547","174.1083186879","174.34014061391","175.57648725159","176.31953054203","175.81444081854","179.34009789273","182.91936039853","182.81495594594","184.02673390839","190.75776403022","197.61554881142","196.0534641622","197.08980243327","195.6519366407","196.80641530634","196.88020806105","197.4562568174","196.62798103796","196.60358033183","197.65453260805","200.23547051137","209.21676480485","209.49714940408","215.97190631898","222.08940854979","225.95146498042","229.91372146858","235.73144470085","233.84321899277","237.29163444928","244.05449960307","244.22441411423","251.6997202452","250.53620022331","249.06121468004","248.84802021248","252.21326966258","250.2350032429","250.68590550938","249.29358720204","252.1757710339","254.17106304735","258.19569987665","261.04233169577","260.53663891449","261.88221433773","261.86195347316","263.66920483994","267.08413166813","273.45800716246","271.86046448766","274.71098018017","273.79652197176","276.31877622337","283.66261612823","281.68426006724","283.71218131506","294.19349944375","276.8034120692","279.03739438372","281.70278040994","285.81369113215","290.25067346087","289.85723275529","291.23165894855","294.3652257604","296.76039338353","295.82607768989","299.8579964267","301.63431649122","302.93520653668","302.93509690494","302.71397625443","303.20145249846","303.66926216461","302.89008043248","305.0361116362","302.92222235732","303.51451568822","310.03759051762","309.82154649665","312.16996660519","312.81874666426","314.70703334811","312.88725166015","312.57724191485","312.14802243874","309.10187444041","312.63468920827","314.30463556074","315.15569317866","314.40091660283","317.30917872589","319.91987265842","320.1080195262","321.8061007256","321.61435739976","323.58618250388","326.81297733082","324.84202418154","325.74840935821","327.86853917644","335.02888378099","333.94514470292","335.62118577038","338.42011051547","343.10442724649","341.84679685841","349.35869548212","348.3940508154","346.98411120105","348.27909358269","349.31992440876","351.96822313266","356.98758289176"
"החוב של משקי הבית","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"   סה""כ לבנקים1","136.24499131125","136.82015697792","137.39532264458","138.2104590031","139.6920690031","141.1736790031","142.59660596059","143.32944329393","144.06228062726","144.79458229018","145.00069395685","145.20680562351","147.17616306776","147.1150214011","147.05387973443","146.95905103674","147.81450703674","148.66996303674","149.64729227289","151.03248227289","152.41767227289","153.61017929805","154.11408296472","154.61798663138","155.62810190962","156.46123424295","157.29436657629","158.37523829142","160.43882995809","162.50242162476","164.51567902103","165.61005435437","166.7044296877","167.835035862","167.98311252867","168.13118919533","168.63579074997","168.17131804997","167.70684534997","167.45556537876","167.48819861543","167.5208318521","168.00028699753","168.35941144087","168.7185358842","169.13263945542","169.31831927875","169.50399910209","169.79315280953","169.1878731762","168.58259354287","168.10625447561","168.82063604561","169.53501761561","170.30659053269","170.65704178603","171.00749303936","171.40633515338","172.00448923671","172.58597472005","174.0188120935","173.8527902135","172.2967748435","173.97560773221","173.39025614221","174.71581011221","177.72417701656","178.06873358656","179.43784959656","182.14004755139","182.59667108139","184.39408936139","186.18504099038","185.54770818038","185.51750646038","187.65958755072","189.32542534072","189.58244770072","190.08596940246","190.86090309246","191.11918552246","193.11377929524","193.52607959524","193.89838841524","193.2734255588","189.7301806788","194.8860545288","188.42572443873","193.63265790873","193.55126344873","196.48978375159","200.60997250159","202.60030471159","204.91859889139","208.12384822139","210.51996633139","211.88445662993","215.85642704993","213.66609650993","215.44066405489","217.05387864489","220.84752052489","223.56165024995","226.71553735995","229.79552314995","233.1779078438","234.7008694838","232.5587077738","235.0224067138","233.7729705238","232.9630107438","235.23416130431","234.27431632431","238.04065662431","242.04865316099","244.67941922099","248.14310622099","252.18119782976","253.53737574976","255.23977390976","259.30730131468","259.89446511468","259.80241118468","263.49021221214","264.69367145214","270.48714813214","274.49464744685","278.31308687685","281.50996108685","284.83446057641","288.04389296641","291.37744832641","291.13742145598","291.49937881288","292.67570098768","297.85774104","298.85654207","303.89202239","307.36171791","309.8185654","311.56742878","314.31933554","314.63017967","316.93197707","317.62190901","319.80113881","319.57926923","322.45292359","323.30722696","327.6501796","327.30208894","329.62313804","332.40952915","336.2858192","338.76545153","338.31795493","340.53529971","342.33181763","341.73356644","345.40907758","347.04977037","349.80533302","353.26657526","356.81043318","361.02396545","362.124153","365.49627207","366.56940097","369.04299348","370.10854783","370.34106403","371.33662008","373.61799156","377.01022529","378.78116567","380.92616238","383.4351177","386.51268636","387.41350857","390.76898499","392.98027736","398.32949367","400.42379421","396.55764494","397.90384253","403.99578769","407.57060181","413.55526108","417.94804849","417.77810557"
"   אשראי לציבור שלא לדיור","46.953966224052","47.256491263178","47.555586768696","47.824621433287","49.25937096561","49.908581347623","49.311134422564","49.020501778867","49.269211717154","49.827839696856","50.160435890112","49.755296360342","50.494266935887","50.273343788478","50.331140883504","49.886880453499","50.435002245705","50.211922037299","49.805770016124","50.537850749524","50.766067405992","51.075574804216","51.299042435396","52.593221105289","53.697151535003","59.2461244771","58.866927976904","57.813158068139","59.15504961314","59.472586760091","59.489538244453","59.183100612395","59.298179286155","60.494308640875","60.616466389459","60.1937805864","60.971873757513","60.682834050621","59.985327227933","59.279371828099","59.443979207931","59.792037755844","60.382538595845","60.808916500617","61.423730671315","61.367738960932","61.979754574927","62.361767112183","62.813143336489","54.279375035039","53.830352897521","52.299641300526","52.763056650536","52.316460945009","52.539535521842","52.694665658095","52.961692199356","53.194812112359","53.668012603146","54.839154396516","56.446426009875","55.573084344488","54.86386675028","55.662854620516","55.7333466737","55.800737346407","57.573865959123","57.735316036854","57.647841010472","59.511243937966","59.672226868271","60.391436426017","61.726913313462","61.086177457458","61.133111188685","62.843138673489","64.65785767709","63.659902232951","64.207715158715","64.402074397887","64.279945195578","66.540815028073","67.969336494202","68.929458098148","67.405773017846","64.062781881336","69.292830778962","61.902162867829","66.754557002585","65.979109138412","67.344929085535","69.692111022478","69.659736770351","70.199215414414","73.789486891659","75.91521763318","75.695229013438","79.288863203905","76.03382359015","76.596579201124","77.172721950556","78.483129322032","79.302106832146","80.498918395109","80.549658794714","82.495685713386","83.012941902258","79.820141002587","82.184047649721","80.342387405087","79.884690457706","81.460302403001","79.252065482204","81.080456270022","83.05534564512","83.477702802015","83.795167548421","85.589190101748","85.952722910866","85.754202488734","87.901507849529","87.304746731418","85.960339367778","87.60440285248","88.485136237916","91.58255998279","90.186368180609","91.41146422576","90.655772488054","92.063080051302","93.587396868964","94.134058828537","91.130729965803","88.98287039719","87.818928082367","90.796848567122","91.543174249627","93.281153229784","94.575847613496","94.697979459851","94.793420411761","95.693633249405","95.698786327029","96.519803323832","96.442721453917","97.671236925732","96.47476464951","98.286543822941","97.411591670751","98.782338905457","96.650663111651","96.749027740807","96.010778069343","97.799395031638","99.172824454758","97.385600730629","97.873621701751","98.562377330893","96.536201488498","98.860184527945","98.689793542175","98.148529135523","100.57276089172","100.86638084373","102.47493115289","102.22257389268","103.74114277135","103.2374750552","104.70301764877","104.46622055019","104.19782649386","103.90622581869","104.3632449139","105.90353699136","105.96894743888","105.49541938518","106.27450324773","108.17394668694","108.00230108173","109.96380035945","109.708787174","113.44593574155","115.20770216066","110.36678779792","109.47066737926","112.66794931341","112.90801573558","115.51986641657","116.66339992838","115.39353648352"
"   אשראי לציבור לדיור6","89.291025087198","89.563665714739","89.839735875888","90.385837569812","90.432698037489","91.265097655476","93.285471538031","94.308941515061","94.793068910108","94.966742593324","94.840258066735","95.451509263171","96.681896131878","96.84167761262","96.722738850927","97.072170583244","97.379504791038","98.458040999444","99.841522256767","100.49463152337","101.6516048669","102.53460449383","102.81504052932","102.0247655261","101.93095037462","97.215109765854","98.427438599383","100.56208022328","101.28378034495","103.02983486467","105.02614077658","106.42695374197","107.40625040154","107.34072722113","107.36664613921","107.93740860893","107.66391699245","107.48848399934","107.72151812203","108.17619355066","108.0442194075","107.72879409625","107.61774840169","107.55049494025","107.29480521289","107.76490049449","107.33856470383","107.14223198991","106.98000947304","114.90849814116","114.75224064534","115.80661317508","116.05757939507","117.2185566706","117.76705501085","117.96237612793","118.04580084","118.21152304102","118.33647663357","117.74682032353","117.57238608363","118.27970586902","117.43290809322","118.3127531117","117.65690946851","118.9150727658","120.15031105744","120.3334175497","121.79000858609","122.62880361343","122.92444421312","124.00265293537","124.45812767692","124.46153072293","124.3843952717","124.81644887723","124.66756766363","125.92254546777","125.87825424375","126.45882869457","126.83924032688","126.57296426717","125.55674310104","124.96893031709","125.86765254095","125.66739879746","125.59322374984","126.5235615709","126.87810090614","127.57215431031","129.14485466605","130.91786147911","132.94056794124","134.71938347698","134.33436132973","134.60474869821","136.18922761649","136.56756384603","137.63227291978","138.84408485377","139.88115669434","142.36439120286","144.2595434178","146.21661896484","149.24586435524","150.68222213041","151.68792758154","152.73856677121","152.83835906408","153.43058311872","153.0783202861","153.77385890131","155.02225084211","156.96020035429","158.99330751587","161.20171641898","164.34793867257","166.59200772801","167.58465283889","169.48557142102","171.40579346515","172.58971838326","173.8420718169","175.88580935966","176.20853521423","178.90458814935","184.30827926624","186.90162265109","190.85418859879","192.7713805251","194.45649609744","197.24338949787","200.00669149018","202.51650841569","204.85677290531","207.06089247288","207.31336782037","210.61086916022","212.7858702965","215.12058594015","216.77400836824","218.6257022906","218.93139334297","220.41217374617","221.17918755608","222.12990188427","223.10450458049","224.16637976706","225.89563528925","228.86784069454","230.65142582835","232.87411029919","236.39875108066","238.48642416836","239.59262707524","240.93235419937","242.66167800825","243.76944029911","245.1973649515","246.54889305205","248.35997682783","251.65680388448","252.69381436828","255.94405233627","258.54903429711","259.90157910732","261.75512929865","263.3319259148","264.33997583123","265.64232727981","266.14323753614","267.43039426131","269.2547466461","271.10668829864","272.81221823112","275.43074299482","277.16061445227","278.33873967306","279.41120748827","280.80518463055","283.271490186","284.88355792845","285.21609204934","286.19085714208","288.43317515074","291.32783837659","294.66258607442","298.03539466343","301.28464856162","302.38456908648"
"   סה""כ למוסדיים","3.589099","3.687167","3.600085","3.597951","3.600091","3.600297","3.612252","3.634893","3.641164","3.641164","3.641164","3.641164","3.623934","3.65482","3.654562","3.649818","3.641185","3.642076","3.650584","3.6441613333333","3.6408739047619","3.6375864761905","3.634299047619","3.6310116190476","3.560681","3.564344","3.559298","3.560471","3.554443","3.556059","3.565639","3.552427","3.568066","3.565829","3.574826","3.583421","3.767237","3.74566188576","3.72408677152","3.70251165728","3.7076889630929","3.7128662689058","3.7180435747187","3.7098908667421","3.7017381587654","3.6935854507888","3.7140379671925","3.7344904835963","3.754943","3.7280795791454","3.7012161582907","3.6743527374361","3.7113425026191","3.748332267802","3.785322032985","3.8001460800517","3.8149701271183","3.829794174185","3.8611479594567","3.8925017447283","3.92385553","3.8424085001625","3.8196780594557","3.8493207386077","3.8940601685477","3.9145721632726","3.9476823961935","3.9920320278233","4.05515851598","4.1046899159","4.094544452776","4.18670887157","4.1558135857","4.2435064697218","4.179137813369","4.17606198635","4.213877293","4.3001799944","4.31499194","4.31927432","4.33011833","4.32192945","4.3279026455","4.33158067905","4.33622118985","4.635492761","4.658265613","4.6817905115","4.662880802","4.6858077035","4.674088871","4.7180479155","4.71639971","4.688685603","4.677884415","4.7229213825","4.7161306645","4.7770928541214","4.7335569253199","4.688087066278","4.7071299740962","4.7089472167229","4.57380820434","4.587181986872","4.697883212778","4.548940090066","4.4054962355","4.4497213095","4.3977128745","4.46210247","4.4327724705","4.43802550014","4.455133924591","4.5010930524135","4.5241121726165","4.5700717110845","4.605213779023","4.609279457085","4.6370452369755","4.687363600347","4.6686699464785","4.696954233956","4.681641032262","4.7079496013418","4.7202766543849","4.8177922416874","4.8841243311745","4.9306250644694","4.9719286070584","4.9778727574139","5.0446218907814","5.0980949959189","5.1251376557664","5.1734224154133","5.1881480560416","5.1578992867141","5.3841735228047","5.4390711829458","5.5595581581408","5.8147950681102","5.8156126128563","5.8273180434845","5.8546344177302","5.8809750021983","5.8868643199688","6.0775684225714","6.0976741594183","6.098136502278","6.1121285116819","6.1880575704699","6.2269721706938","6.2636713506603","6.2788554292957","6.1448506635825","6.3291266120383","6.3728649943017","6.5389554634018","6.771367826966","6.8083039007529","6.9531728311577","7.0381420218694","7.008928473981","7.0035553823189","7.1339967975669","7.247255698973","7.2253300106447","7.320069768571","7.2666897721001","7.3340551802971","7.3938440548735","7.4375282214857","7.4476600337556","7.5332020975247","7.6735821813291","7.7740772892069","7.8424386464093","7.9573274059145","8.0647587809612","8.184604490366","8.3239280111859","8.5620820594151","8.7219607773697","8.9329212722309","9.0149005285113","9.1202660572842","9.2500029834634","9.4184583522351","9.673819490095","9.8409322189686","9.9363982315235"
"    הלוואות","3.589099","3.687167","3.600085","3.597951","3.600091","3.600297","3.612252","3.634893","3.641164","3.641164","3.641164","3.641164","3.623934","3.65482","3.654562","3.649818","3.641185","3.642076","3.650584","3.6441613333333","3.6408739047619","3.6375864761905","3.634299047619","3.6310116190476","3.560681","3.564344","3.559298","3.560471","3.554443","3.556059","3.565639","3.552427","3.568066","3.565829","3.574826","3.583421","3.767237","3.74566188576","3.72408677152","3.70251165728","3.7076889630929","3.7128662689058","3.7180435747187","3.7098908667421","3.7017381587654","3.6935854507888","3.7140379671925","3.7344904835963","3.754943","3.7280795791454","3.7012161582907","3.6743527374361","3.7113425026191","3.748332267802","3.785322032985","3.8001460800517","3.8149701271183","3.829794174185","3.8611479594567","3.8925017447283","3.92385553","3.8424085001625","3.8196780594557","3.8493207386077","3.8940601685477","3.9145721632726","3.9476823961935","3.9920320278233","4.05515851598","4.1046899159","4.094544452776","4.18670887157","4.1558135857","4.2435064697218","4.179137813369","4.17606198635","4.213877293","4.3001799944","4.31499194","4.31927432","4.33011833","4.32192945","4.3279026455","4.33158067905","4.33622118985","4.635492761","4.658265613","4.6817905115","4.662880802","4.6858077035","4.674088871","4.7180479155","4.71639971","4.688685603","4.677884415","4.7229213825","4.7161306645","4.7770928541214","4.7335569253199","4.688087066278","4.7071299740962","4.7089472167229","4.57380820434","4.587181986872","4.697883212778","4.548940090066","4.4054962355","4.4497213095","4.3977128745","4.46210247","4.4327724705","4.43802550014","4.455133924591","4.5010930524135","4.5241121726165","4.5700717110845","4.605213779023","4.609279457085","4.6370452369755","4.687363600347","4.6686699464785","4.696954233956","4.681641032262","4.7079496013418","4.7202766543849","4.8177922416874","4.8841243311745","4.9306250644694","4.9719286070584","4.9778727574139","5.0446218907814","5.0980949959189","5.1251376557664","5.1734224154133","5.1881480560416","5.1578992867141","5.3841735228047","5.4390711829458","5.5595581581408","5.8147950681102","5.8156126128563","5.8273180434845","5.8546344177302","5.8809750021983","5.8868643199688","6.0775684225714","6.0976741594183","6.098136502278","6.1121285116819","6.1880575704699","6.2269721706938","6.2636713506603","6.2788554292957","6.1448506635825","6.3291266120383","6.3728649943017","6.5389554634018","6.771367826966","6.8083039007529","6.9531728311577","7.0381420218694","7.008928473981","7.0035553823189","7.1339967975669","7.247255698973","7.2253300106447","7.320069768571","7.2666897721001","7.3340551802971","7.3938440548735","7.4375282214857","7.4476600337556","7.5332020975247","7.6735821813291","7.7740772892069","7.8424386464093","7.9573274059145","8.0647587809612","8.184604490366","8.3239280111859","8.5620820594151","8.7219607773697","8.9329212722309","9.0149005285113","9.1202660572842","9.2500029834634","9.4184583522351","9.673819490095","9.8409322189686","9.9363982315235"
"   סה""כ לחברות כרטיסי אשראי5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.54111","2.6861941136885","3.7262139945493","2.7305893459878","2.2764422072465","3.1361416983025","2.827","2.992","3.157","3.322","3.3723333333333","3.4226666666667","3.473","3.5453333333333","3.6176666666667","3.69","3.7686666666667","3.8473333333333","3.926","4.05","4.174","4.298","4.4003333333333","4.5026666666667","4.605","4.6546666666667","4.7043333333333","4.754","4.8273333333333","4.9006666666667","4.974","5.1816666666667","5.3893333333333","5.597","5.554","5.511","5.468","5.431","5.394","5.357","5.4866666666667","5.6163333333333","5.746","5.949","6.152","6.355","6.49","6.625","6.76","6.9753333333333","7.1906666666667","7.406","7.4203333333333","7.4346666666667","7.449","7.598","7.747","7.896","7.9853333333333","8.0746666666667","8.51","8.4276666666667","8.3453333333333","8.263","8.3786666666667","8.4943333333333","8.61","8.7623333333333","8.9146666666667","9.067","9.0373333333333","9.0076666666667","8.978","8.995","9.012","9.029","9.1393333333333","9.2496666666667","9.36","9.4526666666667","9.5453333333333","9.638","9.6086666666667","9.5793333333333","9.55","9.674","9.798","9.922","9.8428791208791","9.7611208791209","9.682","9.8076847826087","9.9333695652174","10.055","10.105880434783","10.155119565217","10.206","10.286255555556","10.358744444444","10.439","10.606472527473","10.779527472527","10.947","11.209826086957","11.472652173913","11.727","11.803489130435","11.877510869565","11.954","12.182711111111","12.389288888889","12.618","12.693494505495","12.771505494505","12.847","13.095673913044","13.344347826087","13.585"
"    הלוואות","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.54111","2.6861941136885","3.7262139945493","2.7305893459878","2.2764422072465","3.1361416983025","2.827","2.992","3.157","3.322","3.3723333333333","3.4226666666667","3.473","3.5453333333333","3.6176666666667","3.69","3.7686666666667","3.8473333333333","3.926","4.05","4.174","4.298","4.4003333333333","4.5026666666667","4.605","4.6546666666667","4.7043333333333","4.754","4.8273333333333","4.9006666666667","4.974","5.1816666666667","5.3893333333333","5.597","5.554","5.511","5.468","5.431","5.394","5.357","5.4866666666667","5.6163333333333","5.746","5.949","6.152","6.355","6.49","6.625","6.76","6.9753333333333","7.1906666666667","7.406","7.4203333333333","7.4346666666667","7.449","7.598","7.747","7.896","7.9853333333333","8.0746666666667","8.51","8.4276666666667","8.3453333333333","8.263","8.3786666666667","8.4943333333333","8.61","8.7623333333333","8.9146666666667","9.067","9.0373333333333","9.0076666666667","8.978","8.995","9.012","9.029","9.1393333333333","9.2496666666667","9.36","9.4526666666667","9.5453333333333","9.638","9.6086666666667","9.5793333333333","9.55","9.674","9.798","9.922","9.8428791208791","9.7611208791209","9.682","9.8076847826087","9.9333695652174","10.055","10.105880434783","10.155119565217","10.206","10.286255555556","10.358744444444","10.439","10.606472527473","10.779527472527","10.947","11.209826086957","11.472652173913","11.727","11.803489130435","11.877510869565","11.954","12.182711111111","12.389288888889","12.618","12.693494505495","12.771505494505","12.847","13.095673913044","13.344347826087","13.585"
"סה""כ חוב למגזר הפיננסי","139.83409031125","140.50732397792","140.99540764458","141.8084100031","143.2921600031","144.7739760031","146.20885796059","146.96433629393","147.70344462726","148.43574629018","148.64185795685","148.84796962351","150.80009706776","150.7698414011","150.70844173443","150.60886903674","151.45569203674","152.31203903674","153.29787627289","154.67664360622","156.05854617765","157.24776577424","157.74838201234","158.24899825043","159.18878290962","160.02557824295","160.85366457629","161.93570929142","163.99327295809","166.05848062476","168.08131802103","169.16248135437","170.2724956877","171.400864862","171.55793852867","171.71461019533","172.40302774997","171.91697993573","171.43093212149","171.15807703604","171.19588757852","171.233698121","171.71833057225","172.06930230761","172.42027404297","172.82622490621","173.03235724595","173.23848958568","173.54809580953","172.91595275534","172.28380970116","171.78060721304","172.53197854823","173.28334988341","174.09191256568","174.45718786608","174.82246316648","175.23612932757","175.86563719617","176.47847646478","177.9426676235","177.69519871367","176.11645290296","177.82492847082","177.28431631076","178.63038227548","181.67185941275","182.06076561438","183.49300811254","186.24473746729","186.69121553417","188.58079823296","192.88196457608","192.47740876379","193.4228582683","194.56623888306","195.81574484096","197.01876939342","197.22796134246","198.17217741246","198.60630385246","200.75770874524","201.22631557407","201.65263576096","201.08264674865","197.91100677313","203.16198680847","196.79751495023","202.06420537739","202.08440448556","205.08987262259","209.37802041709","211.49070442159","213.90528449439","217.20206596972","219.74555438056","221.20558729443","225.28818657072","223.10398676859","224.88275112117","226.58834195232","230.45713440828","233.10945845429","236.48438601349","239.88273969606","243.32384793386","244.6603657193","242.5194290833","244.8881195883","243.6660729938","242.7897832143","245.02918680445","244.21611691557","248.15808301006","252.31876533361","255.19849093208","258.90032000002","263.14547728684","264.66442098673","266.55213751011","270.73597126116","271.56675268197","271.67471888361","275.60416181349","276.83428143986","282.7396070405","286.82777177802","290.84171194132","294.22888969391","297.70833333382","301.07384819052","304.55020998899","304.77255911175","305.10046789496","306.20918237705","311.27864032671","312.61938225947","317.82542690628","321.53127606814","324.39569380144","326.29770805952","329.21365358348","329.52214742106","331.82061873886","332.48677332997","334.87370723257","334.68894338942","337.58006009228","338.55868880502","343.08790383714","342.88906111069","345.33947605733","348.23371791263","352.06866986358","354.7032448087","354.27015325764","356.6242551734","358.77718545697","358.33987034075","362.28425041116","363.93079151275","366.5753823731","369.95213064232","373.75211476018","378.20459071419","379.40448301064","382.92222227335","383.99121030732","386.5830486603","387.78864744043","388.13733669593","389.22328011376","391.757666185","395.46333494386","397.50224295921","399.97842711337","402.86509727983","406.30444514096","407.4016021908","410.97042387075","413.49635941942","419.23416555848","421.74600437112","418.19054546851","419.71760309278","426.01729616797","429.83606016224","436.32475448314","441.13332853506","441.29950380152"
"   סה""כ חוב לתושבי חוץ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"    הלוואות","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
